query_id,url_id,query_length,is_homepage,sig1,sig2,sig3,sig4,sig5,sig6,sig7,sig8,relevance
6065,36981,2,1,0.05,0.45,633,88,142,6,0.26,0.23,1
6065,36982,2,0,0.09,0.31,1124,378,126,17,0.32,0.30,0
6065,36983,2,0,0.11,0.56,2806,166,324,19,0.34,0.88,0
6065,36984,2,1,0.07,0.41,5888,552,672,10,0.28,0.32,0
6065,36985,2,0,0.14,0.53,2434,1162,268,30,0.42,0.42,0
6065,36986,2,0,0.04,0.64,2331,349,260,12,0.51,0.59,1
6066,36987,7,0,0.15,0.16,324,610,28,0,0.33,0.47,0
6066,36988,7,0,0.07,0.18,176,81,6,0,0.17,0.42,0
6066,36989,7,0,0.12,0.26,190,297,32,0,0.18,0.66,0
6066,36990,7,0,0.22,0.32,10,18,0,0,0.19,0.86,1
6066,36991,7,0,0.08,0.03,182,69,18,0,0.18,0.51,0
6066,36992,7,0,0.37,0.31,81,76,26,0,0.24,0.39,1
6067,36993,3,0,0.07,0.34,248,144,46,0,0.16,0.32,0
6067,36994,3,0,0.06,0.33,326,147,42,0,0.33,0.47,0
6067,36995,3,0,0.06,0.37,626,325,58,0,0.31,0.25,0
6067,36996,3,0,0.16,0.34,9636,5011,1032,0,0.55,0.57,1
6067,36997,3,0,0.15,0.24,878,592,130,0,0.40,0.91,0
6067,36998,3,0,0.04,0.39,395,379,46,0,0.15,0.34,1
6067,36999,3,0,0.12,0.36,752,7,64,0,0.42,0.55,0
6067,37000,3,0,0.13,0.54,795,132,108,0,0.49,0.46,1
6068,36978,2,1,0.11,0.58,83443,789,7374,7,0.57,0.43,1
6068,36996,2,0,0.10,0.60,9644,5161,1004,25,0.59,0.67,1
6068,37001,2,1,0.05,0.23,6883,418,490,10,0.27,0.31,0
6068,37055,2,1,0.10,0.39,11448,150,1246,0,0.30,0.33,1
6068,37056,2,0,0.02,0.56,26801,1065,1652,139,0.52,0.77,1
6068,37057,2,1,0.03,0.44,13441,241,530,98,0.45,0.24,0
6068,37058,2,0,0.23,0.71,7045,408,560,6,0.53,0.61,1
6068,37059,2,1,0.25,0.57,13721,262,1060,5,0.38,0.43,0
6068,37060,2,1,0.19,0.39,10447,958,884,64,0.52,0.72,0
6069,37002,2,1,0.09,0.07,718,558,68,0,0.25,0.03,0
6069,37003,2,1,0.19,0.16,3782,619,174,0,0.19,0.09,0
6069,37004,2,0,0.02,0.20,259,321,48,0,0.21,0.22,0
6069,37005,2,0,0.24,0.54,122,328,20,0,0.18,0.12,0
6069,37006,2,0,0.02,0.24,47,3,28,0,0.22,0.13,1
6069,37007,2,0,0.13,0.34,1041,28,234,0,0.43,0.36,0
6069,37008,2,1,0.09,0.35,4543,289,44,0,0.19,0.15,1
6069,37009,2,1,0.00,0.29,4593,312,444,0,0.29,0.36,0
6069,37010,2,1,0.07,0.40,2945,307,416,0,0.33,0.21,1
6070,37011,1,1,0.17,0.47,783,16,148,0,0.30,0.22,0
6070,37012,1,1,0.04,0.33,1706,496,378,0,0.38,0.22,0
6070,37013,1,0,0.26,0.26,7,0,2,0,0.34,0.62,1
6070,37014,1,0,0.40,0.54,172,444,34,1,0.24,0.49,1
6070,37015,1,1,0.11,0.33,1433,15,286,2,0.31,0.26,1
6070,37016,1,1,0.21,0.37,2309,141,698,6,0.29,0.28,1
6070,37017,1,0,0.04,0.41,1056,27,244,12,0.30,0.62,1
6070,37018,1,0,0.13,0.67,497,33,166,11,0.34,0.46,0
6071,37019,1,1,0.13,0.36,5106,328,1368,0,0.33,0.40,0
6071,37020,1,1,0.10,0.57,3244,721,1428,2,0.34,0.31,0
6071,37021,1,1,0.25,0.51,164,6,174,0,0.16,0.14,0
6071,37022,1,0,0.06,0.63,558,1009,94,0,0.46,0.50,0
6071,37023,1,1,0.42,0.64,9393,486,3932,4,0.56,0.52,1
6071,37024,1,0,0.20,0.66,287,298,18,0,0.49,0.38,0
6071,37025,1,1,0.40,0.52,11196,765,1740,2,0.61,0.47,1
6072,37028,2,1,0.33,0.59,7887,4284,1064,0,0.46,0.33,0
6072,37029,2,0,0.39,0.58,103,306,6,0,0.32,0.18,0
6072,37030,2,1,0.36,0.69,795,652,128,0,0.42,0.09,1
6072,37077,2,1,0.05,0.20,793,55,186,0,0.29,0.10,0
6072,37078,2,1,0.02,0.18,189,0,10,0,0.23,0.06,0
6073,37031,2,0,0.14,0.42,266,96,36,0,0.28,0.41,0
6073,37032,2,0,0.38,0.48,862,292,240,12,0.37,0.94,1
6074,37033,2,0,0.54,0.18,4,22,0,0,0.27,0.43,0
6074,37034,2,0,0.05,0.07,54,165,0,0,0.36,0.33,0
6074,37035,2,1,0.48,0.17,4005,744,960,0,0.43,0.44,0
6074,37036,2,0,0.05,0.22,104,0,0,0,0.23,0.23,0
6074,37037,2,0,0.40,0.66,98,0,0,0,0.14,0.19,1
6075,37038,3,1,0.24,0.21,8234,346,1240,0,0.55,0.37,1
6075,37039,3,0,0.10,0.36,103,295,2,1,0.17,0.26,1
6075,37040,3,0,0.14,0.31,336,265,10,0,0.12,0.21,0
6075,37041,3,0,0.11,0.26,478,657,84,0,0.45,0.59,1
6075,37042,3,0,0.09,0.36,221,598,4,1,0.27,0.24,0
6075,37043,3,0,0.20,0.28,84,163,8,0,0.12,0.27,0
6075,37044,3,0,0.13,0.24,134,321,24,0,0.37,0.81,0
6075,37045,3,0,0.25,0.29,35,60,10,0,0.34,0.77,0
6076,37046,1,0,0.42,0.36,184,295,36,0,0.22,0.76,0
6076,37047,1,1,0.36,0.47,938,352,68,0,0.35,0.40,1
6076,37048,1,1,0.03,0.45,2737,2125,154,0,0.45,0.52,1
6076,37049,1,0,0.25,0.50,2493,1924,72,0,0.30,0.42,0
6076,37050,1,0,0.12,0.47,655,718,64,2,0.34,0.87,1
6076,37051,1,0,0.12,0.42,1671,1134,62,0,0.32,0.44,1
6076,37052,1,1,0.49,0.50,10291,1869,1272,68,0.50,0.37,1
6077,37053,1,0,0.17,0.45,7,36,0,0,0.09,0.88,0
6077,37054,1,1,0.00,0.00,1074,33,100,1,0.12,0.24,0
6077,37275,1,0,0.13,0.31,43,52,8,0,0.10,0.25,1
6077,37276,1,0,0.11,0.40,1481,222,204,0,0.49,0.88,0
6077,37277,1,0,0.37,0.51,109,324,12,1,0.32,0.39,0
6077,37278,1,0,0.26,0.52,43,0,14,1,0.16,0.51,0
6077,37279,1,0,0.17,0.61,3146,2184,282,8,0.25,0.40,0
6077,37280,1,0,0.42,0.59,714,1,118,5,0.12,0.70,1
6078,37061,3,0,0.06,0.27,31,31,4,0,0.22,0.57,1
6078,37062,3,1,0.05,0.03,398,136,110,3,0.30,0.04,1
6078,37063,3,0,0.00,0.17,215,345,38,3,0.35,0.41,1
6078,37064,3,0,0.11,0.28,59,6,22,0,0.32,0.36,1
6078,37065,3,0,0.09,0.26,244,456,72,0,0.16,0.76,1
6078,37066,3,0,0.19,0.54,101,240,4,0,0.30,0.85,1
6078,37067,3,1,0.13,0.22,1463,622,386,2,0.27,0.22,0
6078,37068,3,0,0.10,0.37,388,532,62,1,0.37,0.47,1
6079,36996,2,0,0.02,0.39,9713,5059,1066,7,0.41,0.57,0
6079,37069,2,0,0.17,0.45,1168,133,162,0,0.34,0.26,1
6079,37070,2,0,0.16,0.51,783,300,162,2,0.37,0.56,0
6079,37071,2,1,0.21,0.52,11197,340,790,2,0.29,0.28,0
6079,37072,2,0,0.07,0.37,1310,231,148,31,0.38,0.83,0
6079,37073,2,1,0.30,0.59,661,487,80,0,0.22,0.44,0
6079,37074,2,0,0.08,0.47,466,232,60,1,0.33,0.50,1
6079,37075,2,0,0.12,0.50,2137,426,238,0,0.48,0.75,0
6079,37076,2,0,0.21,0.50,952,46,94,2,0.21,0.66,0
6080,26038,1,1,0.47,0.54,142684,1954,15394,1119,0.54,0.56,1
6080,37079,1,0,0.17,0.15,451,351,138,10,0.26,0.73,0
6080,37080,1,1,0.07,0.41,2815,715,668,4,0.49,0.48,0
6080,37081,1,0,0.07,0.27,11290,2605,588,11,0.41,0.88,1
6080,37082,1,1,0.13,0.47,24513,1146,1742,11,0.43,0.57,1
6080,37083,1,0,0.03,0.42,4385,1293,498,30,0.39,0.78,1
6080,37084,1,0,0.12,0.53,3675,640,700,36,0.44,0.61,0
6080,37085,1,0,0.20,0.59,13813,507,1364,42,0.56,0.55,1
6080,37086,1,0,0.11,0.53,3657,733,564,15,0.51,0.54,1
6081,37087,4,0,0.21,0.29,75,136,6,2,0.33,0.47,0
6081,37088,4,0,0.00,0.19,147,81,90,0,0.42,0.62,1
6081,37089,4,0,0.19,0.53,122,3,28,0,0.17,0.62,0
6081,37090,4,1,0.30,0.53,269,7,116,0,0.25,0.69,1
6081,37091,4,0,0.06,0.62,155,42,96,0,0.52,0.57,1
6081,37092,4,0,0.64,0.64,5876,1605,970,2,0.48,0.71,1
6082,37093,4,0,0.06,0.19,98,156,10,0,0.10,0.57,0
6082,37094,4,0,0.00,0.10,8,0,4,0,0.11,0.20,0
6082,37095,4,0,0.02,0.22,116,292,28,0,0.37,0.27,0
6082,37096,4,1,0.30,0.69,119,307,14,0,0.17,0.18,1
6082,37097,4,0,0.07,0.58,114,51,16,0,0.34,0.59,1
6082,37098,4,0,0.31,0.44,205,384,36,0,0.38,0.52,1
6082,37099,4,1,0.46,0.63,430,51,162,1,0.30,0.14,1
6083,26038,3,1,0.38,0.63,142480,1750,15306,4,0.64,0.68,1
6083,37083,3,0,0.20,0.30,4268,1356,416,0,0.43,0.93,1
6083,37090,3,1,0.10,0.31,289,12,114,0,0.26,0.60,0
6083,37100,3,1,0.02,0.10,1175,0,218,0,0.45,0.34,0
6083,37101,3,0,0.06,0.21,51,7,12,0,0.35,0.56,0
6083,37102,3,1,0.10,0.30,901,0,156,2,0.41,0.26,0
6083,37110,3,0,0.36,0.61,978,297,58,0,0.43,0.58,1
6083,37111,3,0,0.43,0.70,844,610,82,8,0.60,0.67,1
6084,37103,7,1,0.28,0.09,103,61,28,0,0.22,0.11,0
6084,37104,7,1,0.64,0.00,4,1,6,0,0.09,0.07,1
6085,26038,1,1,0.62,0.55,142792,1891,15716,1219,0.57,0.65,1
6085,37082,1,1,0.12,0.48,24570,1081,1710,14,0.49,0.62,1
6085,37085,1,0,0.14,0.49,13933,561,1388,41,0.57,0.69,0
6085,37086,1,0,0.00,0.72,3781,756,486,20,0.53,0.71,1
6085,37090,1,1,0.18,0.40,266,7,134,1,0.42,0.55,0
6085,37092,1,0,0.10,0.49,5901,1507,1078,43,0.47,0.57,1
6085,37105,1,1,0.04,0.29,266,31,70,1,0.38,0.65,0
6085,37106,1,1,0.12,0.55,2944,280,216,1,0.47,0.68,1
6085,37107,1,1,0.06,0.45,14161,1056,1054,2,0.52,0.68,0
6086,26038,2,1,0.36,0.74,142679,1936,15348,5,0.68,0.65,1
6086,37086,2,0,0.02,0.65,3635,751,542,0,0.55,0.61,1
6086,37090,2,1,0.10,0.19,268,13,120,0,0.41,0.62,0
6086,37100,2,1,0.05,0.10,1164,0,192,0,0.40,0.30,0
6086,37102,2,1,0.10,0.28,892,0,124,0,0.38,0.23,0
6086,37108,2,0,0.09,0.14,98,163,30,0,0.40,0.35,0
6086,37109,2,0,0.25,0.26,50,37,42,0,0.46,0.58,0
6086,37110,2,0,0.38,0.52,967,312,60,0,0.50,0.67,1
6086,37111,2,0,0.40,0.54,793,552,82,3,0.53,0.56,1
6087,26038,2,1,0.48,0.58,142728,1800,15648,403,0.60,0.57,1
6087,29304,2,0,0.26,0.56,2496,2523,336,4,0.43,0.59,0
6087,37082,2,1,0.00,0.41,24562,1171,1710,1,0.41,0.51,0
6087,37083,2,0,0.03,0.42,4305,1395,492,3,0.50,0.80,1
6087,37084,2,0,0.03,0.43,3739,681,708,7,0.60,0.52,0
6087,37086,2,0,0.03,0.61,3678,846,602,6,0.42,0.70,0
6087,37112,2,1,0.10,0.11,1199,0,752,1,0.31,0.29,0
6088,37113,2,1,0.23,0.56,1786,219,288,7,0.29,0.37,0
6088,37114,2,1,0.28,0.55,1989,525,372,4,0.34,0.35,1
6088,37115,2,0,0.24,0.63,99,108,24,0,0.26,0.31,1
6088,37116,2,1,0.37,0.53,3607,196,626,9,0.33,0.31,1
6088,37150,2,1,0.16,0.23,1248,3,26,0,0.39,0.14,0
6088,37151,2,0,0.10,0.09,43,4,18,0,0.37,0.41,0
6088,37152,2,0,0.24,0.33,178,459,12,0,0.17,0.86,1
6088,37153,2,1,0.14,0.15,557,3,186,1,0.27,0.26,0
6088,37154,2,0,0.18,0.51,32,6,40,0,0.24,0.06,1
6088,37155,2,0,0.21,0.47,372,1012,12,0,0.25,0.71,1
6089,37117,2,1,0.24,0.21,1255,94,274,0,0.23,0.21,0
6089,37118,2,1,0.25,0.58,2779,0,344,0,0.27,0.21,1
6089,37119,2,1,0.07,0.46,1790,24,188,0,0.29,0.27,1
6089,37120,2,1,0.21,0.39,1469,27,346,2,0.20,0.25,1
6089,37121,2,1,0.19,0.51,891,310,188,0,0.23,0.15,1
6089,37122,2,0,0.09,0.41,1715,649,44,1,0.43,0.53,1
6089,37123,2,1,0.15,0.54,28047,967,2960,0,0.49,0.51,0
6090,37124,5,0,0.11,0.14,63,189,0,0,0.16,0.14,1
6090,37125,5,0,0.00,0.14,33,127,0,0,0.29,0.09,0
6090,37126,5,1,0.59,0.67,485,111,120,2,0.20,0.27,1
6091,37127,4,0,0.29,0.03,44,102,0,0,0.06,0.32,0
6091,37128,4,0,0.71,0.09,94,265,0,0,0.24,0.44,0
6091,37129,4,0,0.29,0.00,99,322,0,0,0.09,0.30,0
6091,37130,4,0,0.14,0.27,9,19,0,0,0.09,0.59,0
6091,37131,4,0,0.05,0.25,206,601,0,0,0.16,0.48,1
6091,37132,4,0,0.09,0.23,191,550,0,0,0.09,0.49,1
6091,37133,4,0,0.12,0.11,9,22,0,0,0.24,0.39,1
6092,37134,4,1,0.51,0.50,771,48,160,0,0.37,0.14,1
6093,37135,7,0,0.33,0.15,5,24,0,0,0.22,0.32,0
6093,37136,7,0,0.32,0.35,1,3,0,0,0.21,0.44,1
6093,37137,7,0,0.16,0.30,110,46,4,0,0.19,0.56,0
6093,37138,7,0,0.05,0.25,31,12,10,0,0.22,0.48,1
6093,37139,7,0,0.36,0.46,12,12,14,0,0.23,0.46,0
6094,37140,3,0,0.22,0.28,41,124,2,0,0.34,0.93,0
6094,37141,3,0,0.10,0.09,144,277,36,0,0.47,0.51,1
6094,37142,3,0,0.11,0.15,603,3,80,6,0.30,0.54,0
6094,37143,3,0,0.20,0.32,120,112,40,0,0.38,0.56,0
6094,37144,3,1,0.17,0.73,375,610,88,0,0.41,0.69,0
6094,37145,3,0,0.46,0.65,793,102,120,0,0.53,0.69,1
6095,26038,2,1,0.57,0.54,141814,1842,15506,1105,0.53,0.56,1
6095,37079,2,0,0.17,0.56,446,328,128,15,0.33,0.79,0
6095,37080,2,1,0.12,0.73,2795,787,708,4,0.51,0.44,1
6095,37082,2,1,0.03,0.47,24828,1224,1678,13,0.48,0.69,1
6095,37083,2,0,0.30,0.65,4276,1312,528,31,0.48,0.77,1
6095,37084,2,0,0.23,0.62,3677,691,688,34,0.46,0.69,0
6095,37085,2,0,0.17,0.58,13746,540,1298,49,0.57,0.59,0
6095,37086,2,0,0.00,0.57,3707,804,586,20,0.52,0.67,1
6095,37146,2,1,0.18,0.34,1883,88,516,5,0.55,0.25,0
6095,37147,2,1,0.11,0.60,1923,366,976,1,0.44,0.38,0
6096,37148,2,0,0.27,0.31,6,21,0,0,0.28,0.13,0
6096,37149,2,1,0.31,0.34,34,40,34,0,0.17,0.31,1
6097,33902,1,1,0.23,0.61,23547,5335,3800,0,0.69,0.68,1
6097,37156,1,0,0.23,0.16,1977,0,304,0,0.47,0.73,1
6097,37157,1,0,0.24,0.37,1923,4,392,0,0.48,0.73,0
6097,37158,1,0,0.54,0.20,1064,0,88,2,0.20,0.74,0
6097,37200,1,0,0.08,0.19,823,664,58,0,0.43,0.75,0
6097,37201,1,0,0.02,0.24,70,70,8,0,0.33,0.24,0
6097,37202,1,0,0.28,0.12,347,648,44,0,0.65,0.63,0
6097,37203,1,0,0.13,0.28,1283,1008,132,0,0.49,0.78,0
6098,36739,1,1,0.62,0.76,108835,787,6060,0,0.51,0.49,1
6098,37159,1,0,0.11,0.14,14,40,0,0,0.12,0.27,0
6098,37160,1,0,0.09,0.10,39,120,0,0,0.11,0.07,0
6099,37161,1,1,0.12,0.17,93,258,4,1,0.26,0.00,0
6099,37162,1,0,0.09,0.03,112,312,2,0,0.24,0.26,0
6099,37163,1,1,0.15,0.37,11316,4653,518,0,0.25,0.25,0
6099,37164,1,0,0.19,0.24,1541,471,56,0,0.39,0.16,0
6099,37165,1,1,0.48,0.67,3738,25,278,1,0.28,0.28,1
6100,36739,1,1,0.36,0.69,108677,847,5998,765,0.43,0.46,1
6100,37166,1,0,0.03,0.20,155,504,6,0,0.22,0.65,0
6100,37167,1,1,0.03,0.42,104,73,20,0,0.16,0.09,0
6100,37168,1,0,0.05,0.44,94,195,26,0,0.16,0.31,0
6100,37169,1,0,0.11,0.24,310,6,70,0,0.30,0.44,0
6100,37170,1,0,0.05,0.37,471,0,80,0,0.28,0.45,0
6100,37171,1,1,0.08,0.31,921,298,134,0,0.16,0.15,0
6100,37172,1,0,0.16,0.46,64,169,4,0,0.31,0.86,0
6100,37173,1,0,0.02,0.52,100,252,18,0,0.25,0.94,0
6100,37174,1,0,0.46,0.68,13530,3,2016,255,0.55,0.56,1
6101,37175,4,0,0.11,0.17,33,102,2,0,0.24,0.61,0
6101,37176,4,0,0.37,0.08,36,1,16,0,0.31,0.38,0
6101,37177,4,0,0.18,0.34,0,0,0,0,0.00,0.10,0
6101,37178,4,0,0.18,0.32,46,114,4,0,0.12,0.47,0
6101,37229,4,0,0.05,0.42,65,154,2,0,0.14,0.94,0
6101,37230,4,0,0.05,0.46,12,54,2,0,0.14,0.89,0
6101,37231,4,0,0.11,0.34,120,307,0,0,0.15,0.25,0
6101,37232,4,0,0.10,0.42,42,0,4,0,0.18,0.54,1
6101,37233,4,0,0.10,0.42,83,214,0,0,0.17,0.34,0
6102,37179,3,1,0.06,0.26,10344,117,354,17,0.27,0.25,0
6102,37180,3,1,0.10,0.27,4805,1113,562,12,0.30,0.11,1
6102,37181,3,1,0.20,0.44,7944,1252,404,0,0.27,0.27,1
6102,37182,3,1,0.13,0.48,2968,724,706,1,0.38,0.25,1
6102,37320,3,1,0.00,0.12,117114,91,910,165,0.14,0.13,0
6102,37321,3,1,0.12,0.53,8404,1947,1100,0,0.47,0.52,1
6102,37322,3,1,0.19,0.33,2378,15,414,0,0.40,0.17,0
6102,37323,3,1,0.05,0.26,1676,64,178,9,0.27,0.23,1
6103,37183,4,0,0.51,0.15,5044,3,520,0,0.33,0.19,0
6103,37184,4,0,0.29,0.09,958,315,128,0,0.36,0.34,1
6103,37185,4,0,0.17,0.17,2,12,4,0,0.23,0.49,0
6104,37186,3,0,0.12,0.13,33,64,8,0,0.14,0.74,1
6104,37187,3,1,0.09,0.19,8051,4765,1242,0,0.72,0.63,0
6104,37188,3,0,0.15,0.25,20,37,6,0,0.25,0.53,1
6104,37189,3,0,0.10,0.10,527,28,76,0,0.25,0.24,0
6104,37190,3,0,0.26,0.34,1141,3454,20,0,0.14,0.22,1
6104,37191,3,0,0.11,0.37,141,394,10,0,0.13,0.33,1
6104,37192,3,0,0.20,0.46,24,6,8,0,0.06,0.79,1
6105,37193,7,1,0.72,0.11,1352,154,356,0,0.38,0.29,0
6105,37194,7,1,0.65,0.09,832,10,148,0,0.19,0.23,0
6105,37195,7,1,0.37,0.24,6116,564,1056,0,0.36,0.42,0
6106,37196,3,0,0.13,0.20,206,315,26,0,0.22,0.65,0
6106,37197,3,0,0.14,0.17,16,48,2,0,0.13,0.32,0
6106,37198,3,0,0.13,0.00,2,15,0,0,0.30,0.56,0
6106,37199,3,0,0.12,0.11,0,0,0,0,0.00,0.57,0
6106,5499,3,0,0.38,0.60,427,303,76,1,0.39,0.74,1
6106,5502,3,1,0.13,0.37,2926,342,680,0,0.16,0.31,0
6107,36739,1,1,0.60,0.70,109228,810,5906,617,0.39,0.51,1
6107,37163,1,1,0.15,0.46,11451,4767,542,1,0.30,0.35,0
6107,37174,1,0,0.46,0.75,13458,6,2066,257,0.46,0.42,1
6107,37204,1,1,0.01,0.23,811,42,174,9,0.30,0.13,1
6107,37247,1,0,0.08,0.48,1673,0,60,0,0.24,0.32,0
6107,37248,1,0,0.28,0.52,594,72,46,1,0.09,0.00,1
6107,37249,1,1,0.20,0.46,1971,42,214,0,0.35,0.28,0
6107,37250,1,0,0.25,0.61,456,739,44,0,0.26,0.80,0
6107,37251,1,1,0.16,0.38,1558,339,154,3,0.36,0.25,1
6107,37252,1,1,0.09,0.21,6986,538,408,22,0.19,0.19,0
6108,37205,1,0,0.09,0.08,1,3,0,0,0.14,0.24,0
6108,37206,1,1,0.00,0.15,1423,324,204,0,0.19,0.16,0
6108,37207,1,0,0.13,0.11,149,316,24,0,0.16,0.23,0
6108,37208,1,0,0.19,0.33,4,12,0,0,0.19,0.69,0
6109,37209,3,0,0.15,0.10,29,66,6,0,0.24,0.37,0
6109,37210,3,0,0.06,0.09,19,28,4,0,0.27,0.80,0
6109,37211,3,1,0.08,0.54,417,1072,44,0,0.25,0.39,0
6109,37212,3,0,0.24,0.59,158,313,28,0,0.23,0.22,1
6109,37213,3,1,0.40,0.68,4067,1894,362,29,0.31,0.34,1
6110,37214,3,0,0.09,0.17,51,139,8,0,0.15,0.30,0
6110,37215,3,0,0.61,0.21,20,69,0,0,0.15,0.32,0
6110,37216,3,0,0.23,0.23,278,517,42,0,0.13,0.84,1
6110,37217,3,0,0.35,0.29,651,610,88,0,0.40,0.83,0
6110,37218,3,0,0.20,0.30,601,37,218,0,0.51,0.38,0
6111,37219,1,0,0.12,0.05,7,36,0,0,0.25,0.40,0
6111,37220,1,0,0.09,0.13,39,102,0,0,0.28,0.43,0
6111,37221,1,0,0.08,0.21,83,231,0,1,0.11,0.53,0
6111,37222,1,0,0.18,0.23,1284,3225,16,0,0.43,0.08,0
6112,37223,1,0,0.03,0.36,531,9,202,0,0.34,0.78,1
6112,37224,1,0,0.14,0.28,515,3,150,4,0.27,0.30,0
6112,37225,1,0,0.02,0.19,1333,54,226,18,0.49,0.85,1
6112,37226,1,0,0.05,0.44,15710,637,2164,52,0.52,0.85,1
6112,37227,1,0,0.11,0.37,435,612,48,0,0.56,0.57,0
6112,37228,1,1,0.67,0.58,67946,30,15970,2710,0.71,0.57,1
6113,37163,4,1,0.03,0.27,11373,4656,566,0,0.43,0.37,1
6113,37234,4,0,0.37,0.15,4,9,0,0,0.22,0.44,0
6113,37235,4,0,0.00,0.29,19,13,6,0,0.15,0.01,0
6113,37236,4,0,0.07,0.00,136,0,12,0,0.10,0.08,0
6113,37237,4,0,0.00,0.03,64,111,8,0,0.26,0.81,1
6113,37238,4,0,0.00,0.22,106,250,2,0,0.18,0.20,0
6113,37239,4,0,0.13,0.13,67,0,52,0,0.26,0.42,1
6114,37240,4,0,0.00,0.09,25,9,8,0,0.25,0.26,0
6114,37241,4,0,0.06,0.24,7,12,4,0,0.23,0.82,0
6114,37242,4,1,0.05,0.20,95,301,2,0,0.18,0.24,0
6114,37243,4,1,0.12,0.36,108,343,0,0,0.00,0.35,0
6114,37244,4,1,0.19,0.49,26,0,22,0,0.29,0.12,0
6114,37245,4,1,0.11,0.43,114,310,8,0,0.07,0.35,0
6114,37246,4,1,0.04,0.59,4798,1083,860,0,0.31,0.44,0
6114,37247,4,0,0.31,0.36,1675,0,46,0,0.38,0.47,0
6115,18616,6,1,0.11,0.21,7824,858,626,0,0.29,0.34,0
6115,37253,6,0,0.14,0.24,102,273,20,0,0.23,0.26,0
6115,37254,6,0,0.07,0.33,133,279,20,0,0.14,0.41,0
6115,37255,6,0,0.23,0.15,2068,2064,74,0,0.31,0.45,0
6115,37256,6,1,0.13,0.27,1603,163,174,0,0.33,0.38,0
6115,37257,6,1,0.20,0.38,2248,646,284,0,0.29,0.17,0
6115,37258,6,0,0.12,0.17,12,37,4,0,0.09,0.22,1
6115,37299,6,0,0.09,0.15,6,4,4,0,0.17,0.42,0
6115,37300,6,0,0.19,0.49,841,294,80,0,0.25,0.32,0
6116,37259,2,1,0.06,0.47,32609,2671,4616,0,0.47,0.50,0
6116,37260,2,1,0.18,0.54,5856,2164,1844,0,0.51,0.39,0
6116,37261,2,1,0.13,0.44,188535,1576,450,70,0.34,0.25,1
6116,37262,2,1,0.28,0.56,18169,3,1946,8,0.33,0.44,0
6116,37263,2,1,0.12,0.73,13798,303,2298,0,0.39,0.37,1
6116,37264,2,1,0.10,0.61,7130,19,1002,0,0.31,0.30,1
6116,37265,2,1,0.14,0.54,75243,853,790,158,0.20,0.28,1
6116,37266,2,1,0.21,0.58,14568,54,2546,0,0.26,0.34,1
6116,37267,2,1,0.14,0.51,42156,1555,3686,1,0.39,0.47,1
6117,37259,2,1,0.16,0.57,32593,2560,4674,2,0.55,0.59,0
6117,37264,2,1,0.22,0.63,7081,21,1058,0,0.40,0.42,0
6117,37266,2,1,0.10,0.75,14471,55,2342,0,0.36,0.45,0
6117,37267,2,1,0.13,0.60,41891,1548,3592,5,0.44,0.38,1
6117,37268,2,1,0.22,0.65,60384,354,1064,26,0.29,0.13,1
6117,37269,2,1,0.13,0.39,55527,322,1178,296,0.45,0.18,0
6117,37270,2,1,0.18,0.57,6058,103,1228,3,0.26,0.37,1
6117,37271,2,1,0.16,0.46,1648,103,306,13,0.31,0.20,1
6118,37259,2,1,0.12,0.35,32595,2719,4640,0,0.47,0.63,0
6118,37272,2,0,0.10,0.20,154,40,52,1,0.26,0.48,1
6118,37273,2,0,0.18,0.34,604,406,160,0,0.31,0.31,0
6118,37274,2,0,0.03,0.17,3441,393,60,4,0.35,0.38,1
6118,37324,2,1,0.12,0.32,5972,441,738,0,0.46,0.36,0
6118,37325,2,0,0.13,0.23,100,3,42,9,0.30,0.51,1
6118,37326,2,0,0.15,0.18,407,9,76,2,0.42,0.50,1
6118,37327,2,0,0.12,0.53,361,669,46,0,0.34,0.52,1
6118,37328,2,0,0.12,0.30,317,60,98,1,0.23,0.39,1
6118,37329,2,0,0.02,0.29,678,826,118,3,0.35,0.75,1
6119,37281,5,0,0.16,0.27,903,522,132,0,0.15,0.36,0
6119,37282,5,0,0.15,0.26,19,3,10,0,0.22,0.02,1
6119,37283,5,0,0.04,0.36,90,159,22,0,0.12,0.07,1
6119,37284,5,0,0.27,0.48,66,54,38,0,0.24,0.16,1
6119,37285,5,0,0.09,0.38,22,48,2,0,0.24,0.67,1
6119,37286,5,0,0.10,0.45,508,103,100,0,0.45,0.19,0
6119,37287,5,0,0.05,0.59,42,43,16,0,0.25,0.31,1
6119,37288,5,0,0.10,0.41,726,1039,82,0,0.41,0.70,0
6119,37289,5,0,0.24,0.37,94,31,26,3,0.32,0.81,1
6120,37290,2,0,0.09,0.42,161484,12,3008,307,0.15,0.13,0
6120,37291,2,1,0.21,0.32,3064,589,550,34,0.41,0.15,1
6120,37292,2,1,0.11,0.55,8623,655,932,20,0.41,0.33,0
6120,37293,2,1,0.04,0.52,102195,582,950,69,0.36,0.31,1
6120,37294,2,1,0.12,0.58,8947,681,688,15,0.48,0.35,0
6120,37295,2,1,0.24,0.58,10475,1128,896,18,0.33,0.30,1
6120,37296,2,1,0.19,0.44,11534,378,904,27,0.46,0.34,1
6120,37297,2,1,0.02,0.56,43992,546,952,35,0.30,0.33,1
6120,37298,2,1,0.11,0.43,7762,832,1108,8,0.44,0.30,1
6121,24149,2,1,0.16,0.45,15410,316,4226,0,0.63,0.38,0
